Scabbard ornament,Unidentified Artist,Unknown Date,11.190.98,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_98_11798.jpg,The Metropolitan Museum of Art
Lotus bowl with Eight Horses of the King of Mu,Unidentified Artist,late 17th–early 18th century,79.2.185,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/27945.jpg,The Metropolitan Museum of Art
Spring Morning at the Palace of the Han Emperors,Unidentified artist,17th century,47.18.4,Handscroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP202117_CRD.jpg,The Metropolitan Museum of Art
Girdle pendant,Unidentified Artist,Unknown Date,11.190.58,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_58_11790.jpg,The Metropolitan Museum of Art
Figure of a standing woman,Unidentified Artist,7th–8th century,10.221.5,Eartheware with polychrome glaze (Sancai ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/10_221_5_O1.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,02.18.888,Chalcedony-agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32749.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,first half of the 19th century,79.2.385,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_385_O1_sf.jpg,The Metropolitan Museum of Art
Figure of a hawk (one of a pair),Unidentified Artist,late 18th century,1971.180.262,Porcelain with clear glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/197073.jpg,The Metropolitan Museum of Art
"Vase with scenes from Romance of the West Chamber

",Unidentified Artist,late 17th century,79.2.412,"Porcelain painted in cobalt blue under transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_412_O1_sf.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,68.25.4,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/68_25_4.JPG,The Metropolitan Museum of Art
Mahasiddha Damarupa,Unidentified Artist,18th century,31.128.2,Distemper on cloth,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/31_128_2_O1.jpg,The Metropolitan Museum of Art
Horse and rider,Unidentified Artist,Unknown Date,16.149.2,Earthenware with green glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/34719.jpg,The Metropolitan Museum of Art
Vase with birds and flowers,Unidentified Artist,late 17th century,21.11.1,Porcelain painted with underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_11_1_O5_sf.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.221a, b",Pink tourmaline with green glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_221ab_O1.jpg,The Metropolitan Museum of Art
Cricket cage,Unidentified Artist,18th–19th century,28.186.28,"Gourd, jade",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28_186_28.jpg,The Metropolitan Museum of Art
Bowl (one of a pair),Unidentified Artist,12th–13th century,50.145.308,"Stoneware with splashed glaze (Jun ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-154.jpg,The Metropolitan Museum of Art
Snuff bottle with stopper,Unidentified Artist,Unknown Date,"02.18.521a, b",Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02.18.521.JPG,The Metropolitan Museum of Art
Tomb Figure of Dragon Head,Unidentified Artist,(3200–2000 BCE) – (1368–1644 CE),1994.605.91,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/272385.jpg,The Metropolitan Museum of Art
Shard (Study Collection),Unidentified Artist,Unknown Date,1982.464.2,Ceramic with amber glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1982_464_2.jpg,The Metropolitan Museum of Art
Bowl with Thai mythical figures,Unidentified Artist,19th century,09.70.51,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86655.jpg,The Metropolitan Museum of Art
Plate with Molded Rim and Decoration of Kakiemon-Style Tiger and Bamboo,Unidentified Artist,dated 1755,2002.447.107,Underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP102600.jpg,The Metropolitan Museum of Art
Chair Strip,Unidentified Artist,19th century,30.75.22,"Silk, metallic thread;  on silk;  lined with silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78807.jpg,The Metropolitan Museum of Art
Votive stele with Buddha and bodhisattvas,Unidentified Artist,mid-6th century,1997.442.4,Limestone with pigment and gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164057.jpg,The Metropolitan Museum of Art
Triple Bead,Unidentified Artist,Unknown Date,13.40.89,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15312.jpg,The Metropolitan Museum of Art
Pendant in the shape of a coiling dragon,Unidentified Artist,13th–12th century BCE,2019.193.1,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-22702-001.jpg,The Metropolitan Museum of Art
Chisel,Unidentified Artist,Unknown Date,16.144.2,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_144_2_34738.jpg,The Metropolitan Museum of Art
Applique,Unidentified Artist,late 19th–early 20th century,55.159.2,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/160040.jpg,The Metropolitan Museum of Art
Funerary jar,Unidentified Artist,10th–11th century,"37.124a, b","Stoneware with incised and carved decoration under celadon glaze (Longquan ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP335590.jpg,The Metropolitan Museum of Art
Tomb urn,Unidentified Artist,11th–12th century,16.45,Porcelain with yellowish white glaze (Jingdezhen qingbai ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_45_01.JPG,The Metropolitan Museum of Art
Frontlet,Unidentified Artist,Unknown Date,28.124.1,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167694.jpg,The Metropolitan Museum of Art
Panel with Landscape,Unidentified Artist,late 18th century,1972.17.1,Silk and metallic thread tapestry (kesi) with ink and color,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP335252.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.324,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/TP459.jpg,The Metropolitan Museum of Art
Ladle,Unidentified Artist,Unknown Date,22.79.6,"Metal, silver?",China,https://images.metmuseum.org/CRDImages/as/mobile-large/22_79_6_50366.jpg,The Metropolitan Museum of Art
Dish with fish,Unidentified Artist,late 16th century,23.95.4,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/23_95_4_F_sf.jpg,The Metropolitan Museum of Art
Piece,Unidentified Artist,late 16th century,20.148.31,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15482.jpg,The Metropolitan Museum of Art
Belt Buckle with Bactrian Camels,Unidentified Artist,2nd century BCE,2002.201.105,Bronze,North China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_105.JPG,The Metropolitan Museum of Art
Woman&#39;s Informal Coat with Large Rosettes,Unidentified Artist,18th century,63.141,Silk and metallic thread embroidery on plainweave silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/63_141_F.JPG,The Metropolitan Museum of Art
Covered Box,Unidentified Artist,Unknown Date,"32.100.448a, b",Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/88135.jpg,The Metropolitan Museum of Art
Cup with cover,Unidentified Artist,Unknown Date,"02.18.544a, b",Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14761.jpg,The Metropolitan Museum of Art
Laozi crossing the Han Pass,Unidentified Artist,18th century,02.18.449,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_449_O2.jpg,The Metropolitan Museum of Art
Snuff bottle with boys at play,Unidentified Artist,19th century,"14.40.593a, b",Porcelain painted with underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP293362.jpg,The Metropolitan Museum of Art
Ornament with deer,Unidentified Artist,10th–12th century,32.100.453,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP318930.jpg,The Metropolitan Museum of Art
Amulet Case Surmounted by a Ram,Unidentified Artist,7th–9th century,2002.556.5a–d,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271835.jpg,The Metropolitan Museum of Art
Emperor&#39;s Twelve-Symbol robe,Unidentified Artist,ca. 1835,45.48,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/134629.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,first half 19th century,79.2.46,Porcelain with mottled blue and grey glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_46_27857.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,29.100.215,Stoneware with blue-gray glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/75965.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,12th–13th century,17.24.2,"Porcelain with bluish white glaze (Jingdezhen Qingbai ware), copper mouthrim",China,https://images.metmuseum.org/CRDImages/as/mobile-large/17_24_2_01.jpg,The Metropolitan Museum of Art
Cup,Unidentified Artist,Unknown Date,79.2.225,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/28099.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,8th century,1996.226,Earthenware with black glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP158745.jpg,The Metropolitan Museum of Art
One of a Set of Twelve Chair Strips,Unidentified Artist,Unknown Date,66.191.10,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/186166.jpg,The Metropolitan Museum of Art
Water pot,Unidentified Artist,late 17th–early 18th century,14.40.373,Porcelain with incised decoration under peachbloom glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_373_O2_sf.jpg,The Metropolitan Museum of Art
Attendant bodhisattva,Unidentified Artist,early 6th century,48.176,Limestone,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP170173.jpg,The Metropolitan Museum of Art
Inkstone,Unidentified Artist,Unknown Date,1981.120.3,Duan stone,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13048-001.jpg,The Metropolitan Museum of Art
One hundred portraits of Peking opera characters,Unidentified artist,late 19th–early 20th century,30.76.299a–xx,"Album of fifty leaves; ink, color, and gold on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP280073.jpg,The Metropolitan Museum of Art
Hairpin,Unidentified Artist,Unknown Date,1985.214.18,Silver inlaid with glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_18_239039.jpg,The Metropolitan Museum of Art
Minature figure of a lion and rider,Unidentified Artist,8th century,30.76.51,Earthenware with three color (sancai) glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_51_O1.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,19th century,91.1.415,Porcelain with light yellow glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-91_1_415_whs-001.jpg,The Metropolitan Museum of Art
Brush holder,Unidentified Artist,Unknown Date,17.161,Porcelain decorated with cobalt blue under transparent glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/37463.jpg,The Metropolitan Museum of Art
Mutual Confidence (or Intelligence) Pavilion,Jian Guzhai,late 19th–early 20th century,30.76.241,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_241_F.jpg,The Metropolitan Museum of Art
Cap-Shaped Plaque with Lion,Unidentified Artist,7th–9th century,2002.556.33,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271867.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.162a, b",White crystal with silver stopper inlaid with stones,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_162ab_O1.jpg,The Metropolitan Museum of Art
Flying Clouds Pavilion,Jian Guzhai,late 19th–early 20th century,30.76.236,Pine soot and binding medium; inscribed in gilt,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_236_F.jpg,The Metropolitan Museum of Art
Piece,Unidentified Artist,18th century,20.148.1059,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14913.jpg,The Metropolitan Museum of Art
"Vase in Shape of Double Gourd

",Unidentified Artist,early 18th century,14.40.166,"Porcelain with yellow glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14605-022.jpg,The Metropolitan Museum of Art
Landscape,Unidentified artist,Unknown Date,13.220.29,Hanging scroll; ink on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_220_29_21031.jpg,The Metropolitan Museum of Art
Landscape,Zhang Xiong,dated 1827,1986.267.40,Album leaf; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164346.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.233a, b",Agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_233ab_O1.jpg,The Metropolitan Museum of Art
Plate,Unidentified Artist,Unknown Date,14.40.359,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_359_S_sf.jpg,The Metropolitan Museum of Art
Sword Pommel,Unidentified Artist,Unknown Date,24.100.9,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/57005.jpg,The Metropolitan Museum of Art
Covered bowl with bats,Unidentified Artist,late 18th–early 19th century,"79.2.1308a, b",Porcelain painted in polychrome enamels over light green glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1308ab_O1_sf.jpg,The Metropolitan Museum of Art
Sutra cover,Unidentified Artist,16th century,2011.221.36,Plain-weave silk with supplementary weft patterning,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14150-041.jpg,The Metropolitan Museum of Art
Poets Gathering in the Orchid Pavilion,Qian Gong,dated 1607,53.150,Handscroll; ink wash on silk brocade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP203126_CRD.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,29.100.264,Grey stoneware (Cizhou ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/75957.jpg,The Metropolitan Museum of Art
Pavilion with Figures,Unidentified artist,Unknown Date,47.18.119,Handscroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP202582_CRD.jpg,The Metropolitan Museum of Art
Section of a Valance,Unidentified Artist,18th century,30.75.42,"Silk, metallic thread, and peacock feather embroidery on silk satin",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78639.jpg,The Metropolitan Museum of Art
Paragons of Loyalty and Filial Piety,Wang Shanggong,1593,1985.335,Handscroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP204868_CRD.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,late 16th–17th century,1993.386.7,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1993_386_7_O1_sf.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,Unknown Date,17.120.150,Stoneware with cloisonné-style decoration,China,https://images.metmuseum.org/CRDImages/as/mobile-large/17_120_150_S1_sf.jpg,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,16th–17th century,46.186.65,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/176128_rev.jpg,The Metropolitan Museum of Art
Flower-Shaped Clothing Plaque,Unidentified Artist,7th–9th century,2002.556.55,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271931.jpg,The Metropolitan Museum of Art
Miniature Vase,Unidentified Artist,19th century,79.2.1174,White porcelain covered with turquoise finely crackled glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29378.jpg,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,17th century(?),46.186.54,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/163707.jpg,The Metropolitan Museum of Art
Beautiful Scene Pavilion,Jian Guzhai,late 19th–early 20th century,30.76.255,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_255_F.JPG,The Metropolitan Museum of Art
Figure of Attendant Deity,Unidentified Artist,Unknown Date,61.93.8,"Mud, gilded and painted",China,https://images.metmuseum.org/CRDImages/as/mobile-large/61_93_8_F.JPG,The Metropolitan Museum of Art
Fragment,Unidentified Artist,Unknown Date,02.18.75,Nephrite,"China, Turkestan",https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_75_82284.jpg,The Metropolitan Museum of Art
Tube,Unidentified Artist,Unknown Date,16.144.19,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/34754.jpg,The Metropolitan Museum of Art
Enjoying the Wilderness in an Autumn Grove,Ni Zan,dated 1339,1989.363.38,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT6289.jpg,The Metropolitan Museum of Art
A Page from the Jie Zi Yuan,Bi Ji,Unknown Date,CP45,Polychrome woodblock print; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/CP45.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,21.175.98,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49269.jpg,The Metropolitan Museum of Art
Octagonal cup with ring handle,Unidentified Artist,8th century,1985.214.17,Silver with parcel gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_17_238111.jpg,The Metropolitan Museum of Art
Chisel,Unidentified Artist,Unknown Date,13.40.17,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_17_15167.jpg,The Metropolitan Museum of Art
One of a Set of Twelve Chair Strips,Unidentified Artist,Unknown Date,66.191.14,"Silk, metallic thread;  on silk  ",China,https://images.metmuseum.org/CRDImages/as/mobile-large/186170.jpg,The Metropolitan Museum of Art
Wine cup with two ducks,Unidentified Artist,8th–9th century,1991.159,Silver with gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1991_159.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,29.149.102,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_149_102.jpg,The Metropolitan Museum of Art
Album Containing Twelve Paintings of People Making Silk,Unidentified artist,19th century,58.79.4a–l,Album of twelve leaves; color on pith paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP156911_CRD.jpg,The Metropolitan Museum of Art
Vajravarahi,Unidentified Artist,ca. 17th century,1979.504,Gilt-copper alloy inlaid with semiprecious stones,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/1979_504_225339.jpg,The Metropolitan Museum of Art
Vase with floral and geometric ornaments,Unidentified Artist,late 18th century,79.2.528,Porcelain painted in underglaze cobalt blue and light blue glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_528_O1_sf.jpg,The Metropolitan Museum of Art
Mask of a Lion,Unidentified Artist,Unknown Date,18.43.4,Pewter,China,https://images.metmuseum.org/CRDImages/as/mobile-large/18_43_4.JPG,The Metropolitan Museum of Art
Dancer and Musicians,Unidentified Artist,1st century BCE–1st century CE,1994.605.85a–c,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP372028.jpg,The Metropolitan Museum of Art
Winepot with Cover,Unidentified Artist,late 17th–early 18th century,64.279.8,Painted in famille verte enamels on the biscuit,China,https://images.metmuseum.org/CRDImages/as/mobile-large/64_279_8.jpg,The Metropolitan Museum of Art
Water container,Unidentified Artist,second half 18th century,50.145.158,Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24600-001.jpg,The Metropolitan Museum of Art
"Incense burner with characters ""longevity, mountain, fortune, sea"" (shou shan fu hai)",Unidentified Artist,13th century,26.292.78,Stoneware with celadon glaze (Longquan ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_292_78_03.jpg,The Metropolitan Museum of Art
Zodiac Figure: Dragon,Unidentified Artist,Unknown Date,1992.100.4,"Porcelain, in the biscuit and with turquoise and aubergine glazes",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1992_100_4_O1_sf.jpg,The Metropolitan Museum of Art
Imperial Court Robe,Unidentified Artist,19th century,59.192,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/170018.jpg,The Metropolitan Museum of Art
Head of Buddha,Unidentified Artist,Unknown Date,13.151.1,"Stone, originally painted and gilded",China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_151_1_F.JPG,The Metropolitan Museum of Art
Seal,Unidentified Artist,Unknown Date,19.19.10,Green jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/19_19_10_O1.jpg,The Metropolitan Museum of Art
Jar with Winged Animals over Waves,Unidentified Artist,mid-15th century,2010.220,Porcelain with cobalt blue under a transparent glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP342694.jpg,The Metropolitan Museum of Art
Sprinkler in the form of double gourd,Unidentified Artist,late 17th–early 18th century,79.2.296,"Porcelain painted in underglaze cobalt blue (Jingdezhen ware), metal mounts",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28150.jpg,The Metropolitan Museum of Art
Incense burner with cover,Unidentified Artist,Unknown Date,"02.18.551a, b","Nephrite, white with very light greenish tint",China,https://images.metmuseum.org/CRDImages/as/mobile-large/14589.jpg,The Metropolitan Museum of Art
Box with Scenes of a Departure,Unidentified Artist,late 16th–early 17th century,"2015.500.1.59a, b","Black lacquer with mother-of-pearl inlay; pewter wire

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704117.jpg,The Metropolitan Museum of Art
"Rabbit gazing at the moon and stars besides a blossoming osmanthus, lingzhi fungus, and autumn leaves",Unidentified Artist,late 18th century,54.37.2,Silk embroidery on silk satin,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT4779.jpg,The Metropolitan Museum of Art
Tangka Curtain,Unidentified Artist,17th–18th century,64.20.1,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/179400.jpg,The Metropolitan Museum of Art
18 Styles of Seal Script,Unidentified Artist,20th century,1977.375.49,Ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1977_375_49_label_strip_sf.jpg,The Metropolitan Museum of Art
Snuff Bottle Depicting the God of Longevity,Unidentified Artist,19th century,"21.175.356a, b",White biscuit porcelain with ruby matrix stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP294393.jpg,The Metropolitan Museum of Art
Dish with flowers,Unidentified Artist,late 18th century,79.2.563,Porcelain painted in polychrome enamels over yellow glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_563_F_sf.jpg,The Metropolitan Museum of Art
Polishing wheel for carving jade,Unidentified Artist,20th century,1981.296.24,Leather,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_14-28_226267.jpg,The Metropolitan Museum of Art
"Court Robe, Imperial",Unidentified Artist,19th century,15.40,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/27777.jpg,The Metropolitan Museum of Art
The Sixteen Luohans,Qiu Ying,16th century,1989.235.3,Handscroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP205345_CRD.jpg,The Metropolitan Museum of Art
Hairpin,Unidentified Artist,Unknown Date,26.191.4,Gilt silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_191_3-4_O.JPG,The Metropolitan Museum of Art
Sword Blade,Unidentified Artist,Unknown Date,65.74.1,Bronze inlaid with gold and silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/65_74_1_182252.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.404,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79092.jpg,The Metropolitan Museum of Art
Bottle vase,Unidentified Artist,18th century,79.2.1157,Porcelain with mottled turqoise and blue glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/29704.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,Unknown Date,14.40.21,Porcelain with blue glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/23400.jpg,The Metropolitan Museum of Art
Container of Imported Carborundum,Unidentified Artist,20th century,1981.296.57,Carborundum,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_57_O1.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,62.222.3,Porcelain painted in famille verte enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/62_222_3.jpg,The Metropolitan Museum of Art
Piece,Unidentified Artist,17th century,20.148.751,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15140.jpg,The Metropolitan Museum of Art
Circular Ram Pen with Rider,Unidentified Artist,ca. 1st–early 3rd century,2000.662.5,Earthenware with green lead glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2000_662_5.JPG,The Metropolitan Museum of Art
Vase,Unidentified Artist,late 17th–early 18th century,14.40.125,"Porcelain with copper red glaze (Jingdezhen ware), silver mounts",China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_125_whs-002.jpg,The Metropolitan Museum of Art
Ceremonial Robe,Unidentified Artist,late 17th–early 18th century,1975.313,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/206645.jpg,The Metropolitan Museum of Art
Vase with coiling dragon,Unidentified Artist,16th century,91.1.311,Stoneware with relief decoration and polychrome enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13307.jpg,The Metropolitan Museum of Art
Quatrain on yellow roses,Empress Yang Meizi,early 13th century,1989.363.13,Round fan mounted as an album leaf; ink on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153485.jpg,The Metropolitan Museum of Art
Theatrical Collar,Unidentified Artist,18th century,35.140.10,"Silk, metallic thread, jade, gilt metal, kingfisher feathers, amber, mother-of-pearl, malachite, faux pearls, glass, various stones",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP241378.jpg,The Metropolitan Museum of Art
Flowering Plum and Bamboo,Unidentified artist,17th century,13.100.126,Album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154540.jpg,The Metropolitan Museum of Art
Statuette,Unidentified Artist,17th century,30.76.103,Mud,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_103_F.JPG,The Metropolitan Museum of Art
Lobed bowl stand with flowers and birds (one from a set),Unidentified Artist,late 13th–14th century,1997.33.6,"Silver with chased and punched decoration and gilding

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-17379-001.jpg,The Metropolitan Museum of Art
Mirror with fantastic animals amid grape vines,Unidentified Artist,7th–8th century,12.134.33,Bronze with black patina,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-12_134_33_001.jpg,The Metropolitan Museum of Art
Moulded Miniature Stupa (stupika),Unidentified Artist,12th–19th century,25.22,Clay and ashes,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/59133.jpg,The Metropolitan Museum of Art
