Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Bottle and Stand,,6th century,F1930.34,Furniture and Furnishing,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6330_01
Ferrule (<em>zun</em>),,5th-4th century BCE,F1979.12,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6335_07
Bracelet with animal heads,,ca. 3300-2250 BCE,F1917.141a-b,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.141_001
Landscape with palaces,Formerly attributed to Zhao Boju (ca. 1120s-ca.1162),16th-17th century,F1909.203,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7479_10
A Hundred Birds Worship the Phoenixes,Formerly attributed to Xu Xi (active mid-10th century),18th century,F1909.218,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8120_04
River landscape: a man in a pavilion under large trees,Formerly attributed to Zhao Yong è¶é (1291-1361),16th-17th century,F1911.250,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5715_10
Liu Hai with a Three-legged Toad,Formerly attributed to Li Gonglin (å³)æå¬éº (ca. 1049-1106),16th century,F1916.54,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5774_06
Lohan seated; an attendant kneeling before him,Formerly attributed to Lu Tanwei (active 460s-early 500s),1279-1644,F1917.98,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5719_05
Jar,,6th century,F1930.32,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5975_09
"Lobed bowl with lotus petals, birds, animals, and floral scrolls",,late 7th-early 8th century,F1931.8,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8085_15
Landscape: a palace between lake and mountains,,17th century,F1909.245s,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5923_06
A Rider Lassoing a Horse,Traditionally attributed to Zhao Yong è¶é (1291-1361),1369-1644,F1911.163k,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8182_01
Tally in the form of a tiger (fragment),,206 BCE-220 CE,F1916.455,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_13
Winter landscape: ox-carts on the road,Formerly attributed to Jiang Shen (ca. 1090-1138),1368-1644,F1916.571g,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7413_17
"""Sleeve-weight"" in the form of a plaque",,possibly modern; or 5th-4th century BCE,F1933.11,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5256_02
Disk (<em>bi</em> ç§),,ca. 3300-ca. 2250 BCE,F1916.509,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.509_001
Head ornament with geometric decoration,,475-221 BCE,F1930.28,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7766_13
The Buddhas Duobao (<em>Sanskrit Prabhutaratna</em>) and Sakyamuni,,500,F1911.127,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7550_26
Chariot fitting: axle cap,,ca. 1600-1050 BCE,F1911.92,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6071_01
Tapestry: doves bathing in a bowl; rocks and bamboos,,1368-1644,F1916.105,Costume and Textile,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5778_05
"Mountains and Streams after Clearing Snow, in the style of Guo Xi",Formerly attributed to Hu Shunchen (12th century),15th century?,F1916.137,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5781_09
Fitting (fragment),,ca. 1050-221 BCE,F1916.350,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_26
Fragmentary model (positive) for casting a pear-shaped ornament in metal,,late 3rd century BCE-early 3rd century CE,F1916.7,Model,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7455_24
Birds and plum-blossoms in the snow,Formerly attributed to Ma Lin (active early to mid-13th century),1368-1644,F1918.3,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5807_07
Ritual wine cup (<em>zhi</em>) with birds,,10th century BCE,F1919.6,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7373_10
Cup with dragon handles,,1368-1644,F1916.144,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7534_20
Bracelet,,ca. 3000-1700 BCE,F1918.29,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.29_001
Table,,1573-1620,F1909.352,Furniture and Furnishing,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8542_15
"Rabbits, birds, and flowers",Formerly attributed to Qian Xuan é¢é¸ (late 13th century),17th century,F1911.203,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7454_26
Ornament: mouse,,18th-19th century,F1911.456,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7565_05
Brocade panel,,18th century,F1913.156,Costume and Textile,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7869_01
Fisher folk moored under trees,Formerly attributed to Liu Songnian (å³)åæ¾å¹´ (ca. 1150-after 1225),16th-17th century,F1917.112,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-1570-20h
Mirror,,475-221 BCE,FSC-B-539,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8514_16
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1919.85,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.85_001
Genealogy and Portraits of the Li Family,Li clan of Longxi,1368-1644,F1911.236,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7467_38
Bird and Fruit,Wu Zhang (1671-after 1741),1741,F1911.502c,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7430_06
Support in the form of a bear,,206 BCE-220 CE,F1915.151,Furniture and Furnishing,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_15
Rug,,1368-1644,F1916.129,Costume and Textile,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8546_21
Figure of a monk,,618-907,F1916.213a-b,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7631_18
Pipe,,206 BCE-220 CE,F1916.705,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7729_12
"Ajita, the Fifteenth Venerable Luohan",Formerly attributed to Wang Jianji (å³)çå¼æ¿ (early to mid-11th century),1345,F1917.334,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6126_01
Mirror with felines,,581-618,F1930.37,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7415_02
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1917.84,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.84_001
Bead,,ca. 3300-2250 BCE,F1917.378a,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.378A_001
"Pedestal with lotus petals, lions, and donor, originally supporting a Shijia Buddha (<em>Shakyamuni</em>) figure",,dated 573 CE,F1909.94,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7755_05
Magpies and Camellias in the Snow,,18th century,F1911.310,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5908_05
Standing Bodhisattva with two flanking monks and two lions,,possibly 581-618,F1912.87,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7755_43
Ornament in the form of a bear,,206 BCE-220 CE,F1916.25,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_29
Pheasants,Wang Yuan çæ·µ (ca. 1280-after 1349),14th century,F1916.590,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5675_12
The Hall of Precious Paintings,Copy after Qiu Ying ä»è± (ca. 1494-1552),17th century,F1909.157,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6060_01
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1917.344,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.344_001
Homeward Boat on a Clear River Day,Formerly attributed to Xia Gui å¤çª (active ca. 1195-1230),16th-17th century,F1911.527,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7470_29
Dish,,1700-1735,F1913.132,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7781_07
Garment hook (<em>daigou</em>),,770-221 BCE,F1916.255a-d,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7901_05
"Mandarin ducks, rocks, and a flowering plant",,1368-1644,F1916.528,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5754_09
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1917.357,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.357_001
Tomb dish or lid,,early 1st-early 3rd century,F1902.203,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5113_07
Mirror,,206 BCE-220 CE,F1909.278,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5993_02
Buddhist sculpture,,557-581,F1909.78,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7754_23
Birds among peach branches,Formerly attributed to Li Di (active late 12th-early 13th century),18th century?,F1911.25,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7461_31
Finial,,206 BCE-220 CE,F1916.285,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_03
The Tearful Parting of Su Wu and Li Ling,Formerly attributed to Liu Guandao (active ca. 1270-1300),16th century,F1916.594,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8242_21
The Hall of Scenic Beauty,Copy after Qiu Ying ä»è± (ca. 1494-1552),17th century,F1909.156,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7328_09
Children playing in a garden,Formerly attributed to Zhou Wenju (å³)å¨æç© (active mid-10th century),1368-1644,F1911.161f,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7112_07
Kneeling winged monster,,550-577,F1916.345,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5971_01
Disk (<em>bi</em> ç§),,ca. 3000-ca. 1700 BCE,F1917.136,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.136_001
"Landscape: a lake, cliffs, and trees",Follower of Wen Zhengming æå¾µæ (1470-1559),17th century,F1909.169,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5907_07
Ritual vessel (<em>pou</em>),,8th century BCE,F1911.57,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7775_07
Ring,,206 BCE-220 CE,F1911.620,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7700_03
Lidded square ritual wine vessel (<em>fanghu</em>) with painted decoration,,206 BCE-220 CE,F1968.35a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7597_10
Daoist Immortals in the Mountains,Formerly attributed to Liu Songnian (å³)åæ¾å¹´ (ca. 1150-after 1225),1368-1644,F1911.179,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7253_28
Ring,,206 BCE-220 CE,F1911.619,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7700_02
Mask and ring,,770 BCE-220 CE,F1915.329,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_01
The Studious Woodcutter Zhu Maichen,Follower of Jiang Song (active late 15th-early 16th century),16th century,F1916.534,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8242_19
Two boys playing with the puppet of a lion,Formerly attributed to Zhang Xuan (active early-mid-8th century),15th-16th century,F1916.66,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5772_02
Visiting a Friend by Boat,Formerly attributed to Zhong Wenxiu (11th century),17th century,F1917.120,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5734_03
Fitting in the form of a leaping lion,,618-907,F1919.63,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7728_07
Disk (<em>bi</em>),,3rd century BCE,F1919.32,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.32_001
The Buddha Gautama Sakyamni (Shih-chia) and attendant divinities,,Dated 534 CE,F1913.73,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7995_12
Mirror (<em>chien</em>),,220-589,F1917.168,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7681_05
"Axe (<em>yue</em> é), made from a collared disk",,ca. 1300-ca. 1050 BCE,F1968.48,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1968.48_001
Standing Bodhisattvas,,587,F1909.263,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7606_11
Bodhisattva Avalokiteshvara (Guanyin),,518,F1911.132,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7606_26
The Wangchuan Villa,Formerly attributed to Zhao Boju (ca. 1120s-ca.1162),16th century,F1911.198,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8235_08
"Lohan under a canopy; a lion, and two attendants",,18th century,F1911.278,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5711_10
"Bird, Fruit, and Flowers",Wu Zhang (1671-after 1741),1741,F1911.502b,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7430_05
Belt plaque,,206 BCE-220 CE,F1913.196,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7700_18
Scenes from the Lives of Famous Men (part 2),Formerly attributed to Liu Songnian (å³)åæ¾å¹´ (ca. 1150-after 1225),16th-17th century,F1914.61,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7471_22
Dagger-axe (<em>ge</em> æ),,ca. 1300-1050 BCE,F1919.17a-b,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.17a-b_001
Small bust of Buddhist figure,,first half 8th century,F1911.34,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6665_02
Swimming Geese,Lin Liang (ca. 1428-ca. 1495),15th century,F1916.591,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7997_13
A Mountain landscape: mists and waterfall; buildings among trees,Formerly attributed to Gao Kegong (1248-1310),16th-17th century,F1918.7,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5807_12
Pendant in the form of a tiger,,ca. 600-476 BCE,F1979.36,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7679_29
Straight chisel (<em>gui</em>),,3rd century BCE,F1916.496,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7327_42
Standing bodhisattva,,550-577,F1909.93,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7734_04
Phoenix among rocks and flowers,,16th--early 17th century,F1911.163s,Costume and Textile,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7271_21
Ornament,,206 BCE-220 CE,F1915.169,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7727_28
Literary Gathering,Formerly attributed to Li Gonglin (å³)æå¬éº (ca. 1049-1106),17th century,F1916.183,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7504_18
Banshan type jar,,5000-2000 BCE,F1930.97,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8219_27
Axe (<em>fu</em>),,ca. 1600-1050 BCE,F1917.52,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.52_001
"Ocean Sky, Rising Sun",Formerly attributed to Li Zhaodao ææ­é (675 - 758),16th-17th century,F1911.175,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7464_04
Birds and Fruit,Wu Zhang (1671-after 1741),1741,F1911.502g,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7430_10
Possible Chariot fitting with five loops for attachment at the back,,ca. 1600-1050 BCE,F1911.52,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6070_01
Ring handle of a vessel,,ca. 1050-771 BCE,F1913.94,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7727_08
"Fragment, possibly arrowhead",,770 BCE-9 CE,F1914.148,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7727_16
Tomb jar,,early 1st-early 3rd century,F1916.486,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5115_05
Thin plaque of the huang,,4th-3rd century BCE,F1916.514,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5933_05
The Three Stars,Formerly attributed to Gong Kai é¾é (1222-1307),16th century,F1916.587,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5675_09
Landscape: mountains in mist,,1279-1368,F1909.215,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8383_16
Head of a Bodhisattva,,first half 8th century,F1913.133,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8535_49
Garment hook (<em>daigou</em>),,475-221 BCE,F1915.232,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5788_01
Ritual disk (<em>bi</em>),,206 BCE-9 CE,F1916.154,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.154_001
Garment hook (<em>daigou</em>),,3rd century BCE,F1919.69a-c,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7726_20
Knife (<em>dao</em>),,ca. 14th-13th century BCE,F1979.1,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7767_18
Mirror,,206 BCE-220 CE,F1916.220,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5995_09
Ornament in the form of a ram head,,206 BCE-220 CE,F1916.707,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7729_13
Mirror (<em>chien</em>),,6th-9th century,F1917.169a-b,Mirror,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7681_06
Disk (<em>bi</em>),,206 BCE-220 CE,F1917.59,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7678_14
Visiting a friend after snowfall without a meeting,Formerly attributed to Guan Tong (early 10th century),16th-17th century,F1918.40,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5807_10
Disk (<em>bi</em> ç§),,ca. 3300-2250 BCE,F1918.23,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1918.23_001
Birds and Fruit,Wu Zhang (1671-after 1741),1741,F1911.502f,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7430_09
Ritual food vessel (gui),,10th century BCE,F1911.53,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7592_14
Mat weight in the form of a tiger in mountains,,206 BCE-220 CE,F1917.406,Tool and Equipment,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_23
Luohans crossing the sea,Formerly attributed to Li Gonglin (å³)æå¬éº (ca. 1049-1106),15th-16th century,F1909.241,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6303_01
Layered Peaks and Winding Dikes,Formerly attributed to Fan Kuan (å³)èå¯¬ (ca. 960-ca. 1030),17th century,F1911.214,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7464_10
Landscape carved in low relief,,1735-1796,F1911.430,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7302_35
A standing deer,,206 BCE-220 CE,F1916.458,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7706_17
Visitor to a mountain retreat,Style of Qiu Ying ä»è± (ca. 1494-1552),16th century,F1916.97,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8242_16
Disk (<em>bi</em>),,3rd century BCE,F1917.85,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6021_12
Palace Ladies of the Cinnamon Hall and Orchid Palace,Formerly attributed to Li Gonglin (å³)æå¬éº (ca. 1049-1106),15th century,F1919.123,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6047_09
Lidded ritual wine container (<em>hu</em>) with masks and dragons,,ca. 13th century BCE,F1949.5a-b,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7359_15
Tapered pendant,,ca. 3300-2250 BCE,F1917.651,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.651_001
Hillside and bamboos,Style of Ni Zan åªç (1306-1374),17th century,F1909.171,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5907_08
Luohan and Attendant,,1368-1644,F1909.187,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5915_02
Buddhist stele,,Dated 541 CE,F1909.288,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7995_02
Lion statuette,,220-589,F1915.215,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7631_13
Dagger,,206 BCE-220 CE,F1916.272,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7765_10
Ornament,,ca. 1600-1050 BCE,F1916.284,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7327_25
Sword fitting: scabbard ornament; flattened bell shape,,4th-3rd century BCE,F1919.41,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.41_002
The Wang River Estate,Attributed to Song Xu (1525-ca. 1606),1570s,F1909.207,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7230_12
Bodhisattva Avalokiteshvara (Guanyin),,599,F1911.141,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7551_30
Bell (<em>yong zhong</em>),,ca. 600-550 BCE,F1911.42,Musical Instrument,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1911.42_001
"Luohan, attendant, and worshipper under pines",Formerly attributed to Li Gonglin (å³)æå¬éº (ca. 1049-1106),1279-1644,F1911.493,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7406_29
Ring,,206 BCE-220 CE,F1911.622,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7700_05
Garment hook (<em>daigou</em>),,mid-4th century BCE,F1915.182,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7690_12
Two Gentlemen Contemplating a Waterfall,Formerly attributed to Ma Yuan é¦¬é  (active late 12th-early 13th century),16th century,F1916.592,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5676_06
Sword fitting,,206 BCE-220 CE,F1917.39,Weapon and Armament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7694_15
Two men and a water-buffalo,Formerly attributed to Ma Yuan é¦¬é  (active late 12th-early 13th century),17th century,F1911.253,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7406_17
Fishing Alone on the Winter River,,18th century,F1911.303,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5716_06
Ritual bronze implement (<em>shao</em>),,ca. 11th century BCE,F1911.77a-c,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7372_18
Horse,,220-589,F1915.143,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_13
Ornament,,206 BCE-220 CE,F1917.265,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7775_22
"The Bodhisattva Mile (Sanskrit Maitreya), seated in ""Pensive Pose""",,ca. 575,F1911.411,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7511_09
Three-tier tube (<em>cong</em> ç®),,ca. 3300-ca. 2250 BCE,F1917.366,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.366_001
Trestle Roads in the Mountains of Shu,Formerly attributed to Guo Xi (å³)é­ç (ca. 1001-1090),17th-18th century,F1911.189,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7452_26
Garment hook (<em>daigou</em>),,4th-3rd century BCE,F1916.266,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7690_22
Tubular handle with feline,,475-221 BCE,F1930.30,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7867_08
Seated Buddha with figures,,possibly 386-535,F1910.12,Sculpture,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7755_23
Landscape: a cataract descending into a broad stream; distant mountains,,late 14th-early 15th century,F1911.162g,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-6371_07
Mountain landscape,Formerly attributed to Dong Yuan (å³)è£æº (died 962),1550-1644,F1911.183,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7451_42
Ritual wine container (<em>zun</em>) with dragons,,ca. late 11th-early 10th century BCE,F1911.40,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7810_09
Possibly a pin,,206 BCE-220 CE,F1915.157,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7705_17
Elephant and attendants,,17th century,F1916.627,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7534_27
Fragments,,ca. 5th century BCE,F1919.5a-d,Unclassified,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7787_06
Funerary model of a gate,,100 BCE-100 CE,F1923.20a-c,Model,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8536_18
Flattened cylindrical bead,,ca. 3300-2250 BCE,F1912.29,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1912.29_001
Five-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-2250 BCE,F1917.368,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1917.368_001
One-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-ca. 2250 BCE,F1919.47,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1919.47_001
Ritual vessel (<em>lei</em>) with dragons,,ca. 8th century BCE,F1907.33,Vessel,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8101_19
Misty Mountains,Formerly attributed to Gao Kegong (1248-1310),17th century,F1909.197,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7478_01
Nine White Egrets and a Willow Tree,Formerly attributed to Xu Chongsi (active 11th century),15th century,F1916.30,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5755_11
"Fragment, possibly a pin",,220-589,F1917.264,Jewelry and Ornament,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7631_40
River Landscape: Two Water Buffaloes and a Napping Herd-boy,,1368-1644,F1909.162,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-5626_11
Two travelers in the rain,Formerly attributed to Wu Wei (1459-1508),1368-1644,F1909.251n,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7067_04
Enjoying the Breeze in a Waterside Pavilion,,16th-17th century,F1911.258,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-7328_12
Traveling in Autumn Mountains,,1600-1725,FSC-PA-197,Painting,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-8485_29
Six-tier tube (<em>cong</em> ç®) with masks,,ca. 3300-2250 BCE,F1916.389,Ceremonial Object,Chinese,https://ids.si.edu/ids/deliveryService?id=FS-F1916.389_001
